"","filename","AB","AF","AU","CA","BP","C1","CR","DE","DI","EM","EP","FN","FU","PD","PG","PT","PU","PY","RI","OI","PM","RP","SC","SN","SO","TC","TI","UT","VL","WC","Z9","refID"
"129","LaSelvaPT_1-500.txt","Collections from Panama and the recent Arthropods of La Selva biodiversity inventory project in Costa Rica yielded specimens of two unusual species of the genus Callimicra Deyrolle, both of which exhibit striking color patterns. A brief review of the history of treatment of the genus is presented and the two new species are described and illustrated: Callimicra timmonsae sp.n. species, and C. prenai sp.n.","Hespenheide, Henry A.","Hespenheide, HA",NA,"297",NA,NA,NA,"10.11646/zootaxa.3635.3.9",NA,"300","Clarivate Analytics Web of Science",NA,"MAR 27",NA,"J",NA,"2013",NA,NA,"26097951",NA,NA,"1175-5326","ZOOTAXA",NA,"Two new remarkable Callimicra Deyrolle, 1864 (Coleoptera: Buprestidae:
Agrilinae) from Central America","WOS:000316727600009","3635",NA,NA,129
"130","LaSelvaPT_1-500.txt","Hydrogen stable isotope ratios of keratin (delta H-2(K)) are increasingly used as endogenous markers to study animal movements, yet it is unclear what factors might influence delta H-2(K) in free-ranging animals. We studied hydrogen stable isotope ratios of body water (delta H-2(BW)) and fur keratin in 36 bat species (>400 individuals) from a tropical forest assemblage to evaluate if delta H-2(BW) and delta H-2(K) are related to body size, trophic position, and movement ecology. We found a relatively large range of delta H-2(BW) values (similar to 65 parts per thousand) across bat species. Our phylogenetically controlled analysis showed that delta H-2(BW) was not related to body size, trophic position, or movement ecology of species. The analysis also indicated that delta H-2(BW) of primary consumers (i.e., fruit-eating bats) was similar to that of fruit juice, and delta H-2(BW) of secondary consumers (i.e., animalivorous bats) was similar to that of surface water. Across bat species, delta H-2(K) tended to decrease with increasing delta H-2(BW), suggesting that delta H-2(K) is not directly linked to delta H-2(BW). We further tested whether delta H-2(K) varied with a species' trophic position (measured as delta N-15) and movement ecology (local or regional species). In syntopic bats, delta H-2(K) ranged over 73 parts per thousand, yet delta H-2(K) was related neither to delta N-15 nor to the movement ecology of species. Fur keratin of secondary consumers was more enriched in H-2 by 44 parts per thousand and in N-15 by 3.7 parts per thousand compared with fur keratin of primary consumers. In an intraspecific analysis, we found that delta H-2(K) of an insectivorous bat varied by 20 parts per thousand between colonies at 4 km distance. Within this species, delta H-2(K) was not related to individual delta N-15 and body mass. Our data suggest that variation in delta H-2(K) can be large in bats of tropical assemblages, both across species (range; 70 parts per thousand) and even within sedentary species (range; 20 parts per thousand), and that delta H-2(K) is largely affected by the dietary habits of species.","Voigt, Christian C.
Schneeberger, Karin
Luckner, Anja","Voigt, CC
Schneeberger, K
Luckner, A",NA,"346",NA,NA,NA,"10.1890/12-1187.1",NA,"355","Clarivate Analytics Web of Science",NA,"FEB",NA,"J",NA,"2013",NA,"Schneeberger, Karin/0000-0003-2098-2542","23691654",NA,NA,"0012-9658","ECOLOGY",NA,"Ecological and dietary correlates of stable hydrogen isotope ratios in
fur and body water of syntopic tropical bats","WOS:000316932800011","94",NA,NA,130
"131","LaSelvaPT_1-500.txt","Research into the buffering mechanisms and ecological consequences of acidification in tropical streams is lacking. We have documented seasonal and episodic acidification events in streams draining La Selva Biological Station, Costa Rica. Across this forested landscape, the severity in seasonal and episodic acidification events varies due to interbasin groundwater flow (IGF). Streams that receive IGF have higher concentrations of solutes and more stable pH (similar to 6) than streams that do not receive IGF (pH similar to 5). To examine the buffering capacity and vulnerability of macroinvertebrates to short-term acidification events, we added hydrochloric acid to acidify a low-solute, poorly buffered (without IGF) and a high-solute, well buffered stream (with IGF). We hypothesized that: 1) protonation of bicarbonate (HCO3-) would neutralize most of the acid added in the high-solute stream, while base cation release from the sediments would be the most important buffering mechanism in the low-solute stream; 2) pH declines would mobilize inorganic aluminum (Ali) from sediments in both streams; and 3) pH declines would increase macroinvertebrate drift in both streams. We found that the high-solute stream neutralized 745 mu eq/L (96% of the acid added), while the solute poor stream only neutralized 27.4 mu eq/L (40%). Protonation of HCO3- was an important buffering mechanism in both streams. Base cation, Fe2+, and Ali release from sediments and protonation of organic acids also provided buffering in the low-solute stream. We measured low concentrations of Ali release in both streams (2-9 mu eq/L) in response to acidification, but the low-solute stream released double the amount Ali per 100 mu eq of acid added than the high solute stream. Macroinvertebrate drift increased in both streams in response to acidification and was dominated by Ephemeroptera and Chironomidae. Our results elucidate the different buffering mechanisms in tropical streams and suggest that low-solute poorly buffered streams might be particularly vulnerable to episodic acidification. (C) 2012 Elsevier B.V. All rights reserved.","Ardon, Marcelo
Duff, John H.
Ramirez, Alonso
Small, Gaston E.
Jackman, Alan P.
Triska, Frank J.
Pringle, Catherine M.","Ardon, M
Duff, JH
Ramirez, A
Small, GE
Jackman, AP
Triska, FJ
Pringle, CM",NA,"267",NA,NA,NA,"10.1016/j.scitotenv.2012.10.068",NA,"277","Clarivate Analytics Web of Science",NA,"JAN 15",NA,"J",NA,"2013",NA,"Ardon, Marcelo/0000-0001-7275-2672","23201647",NA,NA,"0048-9697","SCIENCE OF THE TOTAL ENVIRONMENT",NA,"Experimental acidification of two biogeochemically-distinct neotropical
streams: Buffering mechanisms and macroinvertebrate drift","WOS:000315559900028","443",NA,NA,131
"132","LaSelvaPT_1-500.txt","Plants and their associated insect herbivores, represent more than 50% of all known species on earth. The first step in understanding the mechanisms generating and maintaining this important component of biodiversity is to identify plant-herbivore associations. In this study we determined insect-host plant associations for an entire guild of insect herbivores using plant DNA extracted from insect gut contents. Over two years, in a tropical rain forest in Costa Rica (La Selva Biological Station), we recorded the full diet breadth of rolled-leaf beetles, a group of herbivores that feed on plants in the order Zingiberales. Field observations were used to determine the accuracy of diet identifications using a three-locus DNA barcode (rbcL, trnH-psbA and ITS2). Using extraction techniques for ancient DNA, we obtained high-quality sequences for two of these loci from gut contents (rbcL and ITS2). Sequences were then compared to a comprehensive DNA barcode library of the Zingiberales. The rbcL locus identified host plants to family (success/sequence = 58.8%) and genus (success/sequence = 47%). For all Zingiberales except Heliconiaceae, ITS2 successfully identified host plants to genus (success/sequence = 67.1%) and species (success/sequence = 61.6%). Kindt's sampling estimates suggest that by collecting ca. four individuals representing each plant-herbivore interaction, 99% of all host associations included in this study can be identified to genus. For plants that amplified ITS2, 99% of the hosts can be identified to species after collecting at least four individuals representing each interaction. Our study demonstrates that host plant identifications at the species-level using DNA barcodes are feasible, cost-effective, and reliable, and that reconstructing plant-herbivore networks with these methods will become the standard for a detailed understanding of these interactions.","Garcia-Robledo, Carlos
Erickson, David L.
Staines, Charles L.
Erwin, Terry L.
Kress, W. John","Garcia-Robledo, C
Erickson, DL
Staines, CL
Erwin, TL
Kress, WJ",NA,NA,NA,NA,NA,"10.1371/journal.pone.0052967",NA,NA,"Clarivate Analytics Web of Science",NA,"JAN 8",NA,"J",NA,"2013",NA,NA,"23308128",NA,NA,"1932-6203","PLOS ONE",NA,"Tropical Plant-Herbivore Networks: Reconstructing Species Interactions
Using DNA Barcodes","WOS:000313429800023","8",NA,NA,132
"133","LaSelvaPT_1-500.txt","Noninvasive camera-traps are commonly used to survey mammal communities in the Neotropics. This study used camera-traps to survey medium and large mammal diversity in the San Juan - La Selva Biological Corridor, Costa Rica. The connectivity of the corridor is affected by the spread of large-scale agriculture, cattle ranching, and a growing human presence. An occupancy modeling approach was used to estimate corridor species richness and species-specific detection probabilities in 16 forested sites within four different matrix-use categories: eco-lodge reserves, tree plantations/general reforestation, cattle ranches, and pineapple/agricultural plantations. Rarity had a highly negative effect (beta = -1.96 +/- 0.65 SE) on the ability to detect species presence. Corridor richness was estimated at 20.4 +/- 0.66 species and was lower than that observed in protected areas in the Neotropics. Forest cover was significantly less at pineapple plantations than other land-use matrices. Richness estimates for different land-use matrices were highly variable with no significant differences; however, pineapple plantations exhibited the highest observed richness. Given the limited forest cover at those sites, we believe that this reflects the concentrated occurrence of medium and large mammals in small forest patches, particularly because the majority of pineapple plantation communities were generalist mesopredators. Fragmentation and connectivity will need to be addressed with reforestation and limitations on pineapple production for the region to function as an effective corridor. Occupancy modeling has only recently been applied to camera-trap data and our results suggest that this approach provides robust richness and detection probability estimates and should further explored.","Cove, Michael V.
Spinola, R. Manuel
Jackson, Victoria L.
Saenz, Joel C.
Chassot, Olivier","Cove, MV
Spinola, RM
Jackson, VL
Saenz, JC
Chassot, O",NA,"781",NA,NA,NA,"10.1177/194008291300600606",NA,"795","Clarivate Analytics Web of Science",NA,NA,NA,"J",NA,"2013",NA,NA,NA,NA,NA,"1940-0829","TROPICAL CONSERVATION SCIENCE",NA,"Integrating occupancy modeling and camera-trap data to estimate medium
and large mammal detection and richness in a Central American biological
corridor","WOS:000338643800007","6",NA,NA,133
"134","LaSelvaPT_1-500.txt","Freshwater migratory shrimps, an important component of tropical aquatic ecosystems, are vulnerable to land-use change during their upstream and downstream migrations. At La Selva Biological Station in the Sarapiqui region of Costa Rica, shrimp population data were collected between 1988 and 1989, before massive land-use change occurred downstream that could potentially affect shrimp recruitment upstream. Using generalized linear models and a Bayesian inference framework, the relative abundance of Macrobrachium olfersi between recent (2008-2011) and historical time periods (1988-1989) was compared in three stream reaches. Shrimp relative abundance in two stream reaches within the protected area of La Selva was relatively constant yearly and between recent post-disturbance (2008-2011) and historical pre-disturbance (1988-89) time periods. In contrast, a stream reach bordered by pasture accessible to fishermen, showed an 87% decrease in relative abundance between recent and historical time periods suggesting site-level disturbance, possibly from fishing. The lack of change between historical and contemporary sampling periods within interior-forest stream reaches suggests that shrimp populations in protected forested reaches are resistant or resilient to certain land-use changes occurring downstream.","Snyder, Marcia N.
Pringle, Catherine M.
Tiffer-Sotomayor, Ruth","Snyder, MN
Pringle, CM
Tiffer-Sotomayor, R",NA,"81",NA,NA,NA,"10.1017/S0266467412000739",NA,"85","Clarivate Analytics Web of Science",NA,"JAN",NA,"J",NA,"2013",NA,NA,NA,NA,NA,"0266-4674","JOURNAL OF TROPICAL ECOLOGY",NA,"Landscape-scale disturbance and protected areas: long-term dynamics of
populations of the shrimp, Macrobrachium olfersi in lowland Neotropical
streams, Costa Rica","WOS:000314991300008","29",NA,NA,134
"135","LaSelvaPT_1-500.txt","Despite the importance of measuring tropical forest biomass, the accuracy of biomass estimates is poorly constrained due to fundamental weaknesses in the design and implementation of field studies. We identify these issues and propose a radical paradigm shift to advance tropical forest biomass research to a firmer theoretical and empirical basis.","Clark, David B.
Kellner, James R.","Clark, DB
Kellner, JR",NA,"1191",NA,NA,NA,"10.1111/j.1654-1103.2012.01471.x",NA,"1196","Clarivate Analytics Web of Science",NA,"DEC",NA,"J",NA,"2012",NA,NA,NA,NA,NA,"1100-9233","JOURNAL OF VEGETATION SCIENCE",NA,"Tropical forest biomass estimation and the fallacy of misplaced
concreteness","WOS:000310798600019","23",NA,NA,135
"136","LaSelvaPT_1-500.txt","We determined the relationship between acoustic diversity and metrics of vertical forest structure derived from light detection and ranging (LIDAR) data in a neotropical rainforest in Costa Rica. We then used the LIDAR-derived metrics to predict acoustic diversity across the forest landscape. Sound recordings were obtained from 14 sites for six consecutive days during dusk chorus (6 pm). Acoustic diversity was calculated for each day as the total intensity across acoustic frequency bands using the Shannon index and then averaged over the 6 days at each site. A 10 m radius around each site was used to obtain several LIDAR-derived metrics describing the vertical structural attributes of the forest canopy. Multiple linear regression (MLR) with Akaike information criterion was used to determine a top-ranked model with acoustic diversity as the dependent variable and the LIDAR metrics as independent variables. Acoustic diversity was modeled for forested areas (where canopy height was > 20 m) at 20 m resolution using coefficients obtained from the MLR, and a hotspot analysis was conducted on the resulting layer. Acoustic diversity was strongly correlated (R-2 = 0.75) with the LIDAR metrics suggesting that LIDAR-derived metrics can be used to determine canopy structural attributes important to vocal fauna species. The hotspot analysis revealed that the spatial distribution of these canopy structural attributes across the La Selva forest is not random. Our approach can be used to identify forest patches of potentially high acoustic diversity for conservation or management purposes.","Pekin, Burak K.
Jung, Jinha
Villanueva-Rivera, Luis J.
Pijanowski, Bryan C.
Ahumada, Jorge A.","Pekin, BK
Jung, JH
Villanueva-Rivera, LJ
Pijanowski, BC
Ahumada, JA",NA,"1513",NA,NA,NA,"10.1007/s10980-012-9806-4",NA,"1522","Clarivate Analytics Web of Science",NA,"DEC",NA,"J",NA,"2012","Pekin, Burak/S-1809-2017","Pekin, Burak/0000-0002-4797-6962;Villanueva-Rivera, LuisJ./0000-0003-3948-3698",NA,NA,NA,"0921-2973","LANDSCAPE ECOLOGY",NA,"Modeling acoustic diversity using soundscape recordings and
LIDAR-derived metrics of vertical forest structure in a neotropical
rainforest","WOS:000310587300010","27",NA,NA,136
"137","LaSelvaPT_1-500.txt","The emerging infectious disease chytridiomycosis, caused by the amphibian chytrid fungus, Batrachochytrium dendrobatidis (Bd), is implicated in widespread population declines, extirpations, and extinctions of amphibians throughout the world. In the Neotropics, most amphibian declines have occurred in cool mid- to high-elevation sites (> 400 m asl), and it is hypothesized that high temperatures limit the growth of Bd in lowland tropical sites, despite few data available on the distribution of Bd in lowland forests. Here, we report the results of a 12-mo pathogen surveillance program for three common species of frogs at a warm lowland site in northeastern Costa Rica. We combine standard non-invasive skin swabbing techniques with a quantitative polymerase chain reaction assay to analyze the infection prevalence and Bd load across a 1-yr period. Our data indicate an overall Bd infection rate of 6.1 percent, but prevalence varies from < 5 percent in warmer months to a peak of 34.7 percent in the coolest months of the year. Despite very little seasonal variation in temperature (< 4 degrees C), our data indicate strong seasonal variation in the prevalence of Bd, with highest prevalence of infection in months with coolest air temperatures. While it has been suggested that Bd is primarily a riparian fungus, we find no difference in prevalence of infection among our species despite considerable differences in affiliation of these species with water. Our study provides further evidence that infection by Bd is regulated by temperature and shows that warm temperatures in lowland forests may restrict, but not prevent, infection by Bd.","Whitfield, Steven M.
Kerby, Jacob
Gentry, Lydia R.
Donnelly, Maureen A.","Whitfield, SM
Kerby, J
Gentry, LR
Donnelly, MA",NA,"779",NA,NA,NA,"10.1111/j.1744-7429.2012.00872.x",NA,"784","Clarivate Analytics Web of Science",NA,"NOV",NA,"J",NA,"2012","Whitfield, Steven/F-5191-2013;Whitfield, Steven/K-8342-2014","Whitfield, Steven/0000-0003-3026-9791;",NA,NA,NA,"0006-3606","BIOTROPICA",NA,"Temporal Variation in Infection Prevalence by the Amphibian Chytrid
Fungus in Three Species of Frogs at La Selva, Costa Rica","WOS:000310729200009","44",NA,NA,137
"138","LaSelvaPT_1-500.txt","Fungus-growing ants (Attini) are part of a complex symbiosis with Basidiomycetous fungi, which the ants cultivate for food, Ascomycetous fungal pathogens (Escovopsis), which parasitize cultivars, and Actinobacteria, which produce antibiotic compounds that suppress pathogen growth. Earlier studies that have characterized the association between attine ants and their bacterial symbionts have employed broad phylogenetic approaches, with conclusions ranging from a diffuse coevolved mutualism to no specificity being reported. However, the geographic mosaic theory of coevolution proposes that coevolved interactions likely occur at a level above local populations but within species. Moreover, the scale of population subdivision is likely to impact coevolutionary dynamics. Here, we describe the population structure of bacteria associated with the attine Apterostigma dentigerum across Central America using multilocus sequence typing (MLST) of six housekeeping genes. The majority (90%) of bacteria that were isolated grouped into a single clade within the genus Pseudonocardia. In contrast to studies that have suggested that Pseudonocardia dispersal is high and therefore unconstrained by ant associations, we found highly structured (F-ST = 0.39) and dispersalST limited (i.e., significant isolation by distance; r = 0.517, P = .05) populations over even a relatively small scale (e. g., within the Panama Canal Zone). Estimates of recombination versus mutation were uncharacteristically low compared with estimates for free-living Actinobacteria (e. g., rho/theta = 0.028 in La Selva, Costa Rica), which suggests that recombination is constrained by association with ant hosts. Furthermore, Pseudonocardia population structure was correlated with that of Escovopsis species (r = 0.67, P = .02), supporting the bacteria's role in disease suppression. Overall, the population dynamics of symbiotic Pseudonocardia are more consistent with a specialized mutualistic association than with recently proposed models of low specificity and frequent horizontal acquisition.","Caldera, Eric J.
Currie, Cameron R.","Caldera, EJ
Currie, CR",NA,"604",NA,NA,NA,"10.1086/667886",NA,"617","Clarivate Analytics Web of Science",NA,"NOV",NA,"J",NA,"2012",NA,NA,"23070321",NA,NA,"0003-0147","AMERICAN NATURALIST",NA,"The Population Structure of Antibiotic-Producing Bacterial Symbionts of
Apterostigma dentigerum Ants: Impacts of Coevolution and Multipartite
Symbiosis","WOS:000309976800008","180",NA,NA,138
"139","LaSelvaPT_1-500.txt","The New World genus Epimetopus Lacordaire, 1854, is revised, based on the examination and databasing of 2,470 specimens. New collection records are provided for 15 previously described species, and 36 new species are described. The Epimetopus fauna now comprises 56 species, of which 37 are restricted to South America, 17 are only found north of South America, and only two species are known from both areas. Epimetopus ranges from Argentina to Arizona and Arkansas, but there are no records from the Amazon basin. The genus is divided into seven species groups, five of which are newly delineated. High resolution digital images of all primary types are presented (online versions in color), geographic distributions of all species are mapped, and male genitalia of primary types are illustrated. The morphology of the underside of the pronotal hood is described and illustrated for the first time. One new synonomy is proposed, placing E. leechi Rocha as a junior synonym of E. balfourbrownei Rocha. New species of Epimetopus are: E. acuminatus (Guatemala: El Progresso, km. 69 on C. A. 9); E. angustus (Ecuador: Napo, Tena); E. arcuatus (Paraguay: Dep. Concepcion, Arroyo Toro Paso, Unterlauf); E. arizonicus (USA: Arizona, Pajarito Mts., Sycamore Canyon); E. ballatoris (Venezuela: Tachira State, El Tama National Park); E. bifidus (Mexico: Oaxaca, Tapanatepec, 8 mi. W Oaxaca); E. clandestinus (Brazil: Mato Grosso, Caceres); E. clypeatus (Guyana: Region 8, Iwokrama Forest, 1 km W Kurupukan); E. coleuncus (Argentina: Tucuman, Departamento de Burruyacu, Rio Salas); E. deceptus (Brazil: Mato Grosso, Caceres); E. ecuadorensis (Ecuador: Napo, 17 km SW Tena); E. fimbriatus (Brazil: Mato Grosso, Sao Felix); E. inaequalis (Ecuador: Napo, Tena); E. lanceolatulus (Brazil: Mato Grosso, Caceres); E. lanceolatus (Brazil: Mato Grosso, Caceres); E. latilobus (Costa Rica: Puntarenas, Monteverde area); E. latisoides (Panama: Canal Zone, 12.0 mi NW Gamboa); E. latus (Colombia: Cesar, Pueblo Bello, Sierra de Santa Marta); E. lobilatus (Costa Rica: Limon, Reventazon, Hamburg Farm); E. microporus (Panama: Panama Province, Rio Mamoni at PanAm Hwy); E. mucronatus (Honduras: Rio Humuya NW Comayagua); E. multiportus (Uruguay: 90 km SW Artigas); E. oaxacus (Mexico: Oaxaca, Tapanatepec, 8 mi. W Oaxaca); E. peruvianus (Peru: Ayacucho, La Mar, Santa Rosa); E. plicatus (Venezuela: Tachira State, El Tama National Park); E. rectus (Costa Rica: Heredia, OTS La Selva Field Sta., Puerto Viejo de Sarapique, Rio Puerto Viejo); E. robustus (Panama: Canal Zone, 4.1 mi NW Gamboa, Rio Frijoles); E. spatulus (Peru: Madre de Dios, Pantiacolla Lodge, Monk Saki Trail, Alto Madre de Dios River); E. steineri (Ecuador: Napo, Tena); surinamensis (Suriname: Sipaliwini District, Camp 3, Wehepai); E. transversoides (Peru: Madre de Dios, Pantiacolla Lodge, Monk Saki Trail, Alto Madre de Dios River); E. transversus (Bolivia: La Paz, Alcoche); E. tridens (Brazil: Sao Paulo, Campos do Jordao, Parque do Estado Rio Galharada); E. trilobus (Venezuela: Bolivar, Los Pijiguaos); E. venezuelensis (Venezuela: Apure State, ca. 1 km N. Rio Claro); E. vulpinus (Brazil: Rio Grande do Sul, Pelotas).","Perkins, Philip D.","Perkins, PD",NA,"1",NA,NA,NA,NA,NA,"95","Clarivate Analytics Web of Science",NA,"OCT 30",NA,"J",NA,"2012",NA,NA,NA,NA,NA,"1175-5326","ZOOTAXA",NA,"A revision of Epimetopus Lacordaire, the New World hooded shore beetles
(Coleoptera: Epimetopidae)","WOS:000310448200001",NA,NA,NA,139
"140","LaSelvaPT_1-500.txt","1. Sodium is often a limiting nutrient for terrestrial animals, and may be especially sought by herbivores. Leafcutter ants are dominant herbivores in the Neotropics, and leafcutter foraging may be affected by nutritional demands of the colony and/or the demands of their symbiotic fungal mutualists. We hypothesized that leafcutter colonies are sodium limited, and that leafcutter ants will therefore forage specifically for sodium. 2. Previous studies demonstrated that leafcutter Atta cephalotes Linnaeus workers preferentially cut and remove paper baits treated with NaCl relative to water control baits. Atta cephalotes colonies in this study were presented with baits offering NaCl, Na2SO4, and KCl to test whether leafcutters forage specifically for sodium. Sucrose and water were used as positive and negative controls, respectively. 3. Atta foragers removed significantly more of the baits treated with NaCl and Na2SO4 than the KCl treatment, which did not differ from water. The NaCl and Na2SO4 treatments were collected at similar rates. We conclude A. cephalotes forage specifically for sodium rather than for anions (chloride) or solutes in general. This study supports the hypothesis that leafcutter ants are limited by, and preferentially forage for, sodium.","Pizarro, Laura Chavarria
Mccreery, Helen F.
Lawson, Sarah P.
Winston, Max E.
O'Donnell, Sean","Pizarro, LC
Mccreery, HF
Lawson, SP
Winston, ME
O'Donnell, S",NA,"435",NA,NA,NA,"10.1111/j.1365-2311.2012.01380.x",NA,"438","Clarivate Analytics Web of Science",NA,"OCT",NA,"J",NA,"2012",NA,"Chavarria Pizarro, Laura/0000-0002-7630-1104;McCreery,Helen/0000-0003-3811-7960",NA,NA,NA,"0307-6946","ECOLOGICAL ENTOMOLOGY",NA,"Sodium-specific foraging by leafcutter ant workers (Atta cephalotes,
Hymenoptera: Formicidae)","WOS:000308636400014","37",NA,NA,140
"141","LaSelvaPT_1-500.txt","1. Community-wide studies have shown that functional traits of tropical trees vary with soil-type preference, but few have examined trait diversification among closely related taxa. In this study, we asked how functional traits of adults and saplings within a speciose genus, Inga, differ in relation to their soil-type preferences. 2. We quantified soil-type preference and functional traits of nine Inga species (Fabaceae) in the wet tropical forest at La Selva Biological Station, Costa Rica, where rich alluvial soil and less fertile residual soil of volcanic origin occur in close proximity. 3. From the extensive trail network, we randomly selected 104 trail segments, each 50m long, along which all Inga individuals >50cm tall were counted and identified to species. Five and three common species showed significant bias to residual or alluvial soil, respectively, while the remaining one showed no significant bias. For these nine species, we quantified five leaf traits for saplings and adults, as well as wood-specific gravity (WSG) and three seed traits. 4. For both adults and saplings, leaf mass per area (LMA) and lamina density were higher for residual-soil specialists than fertile alluvial-soil specialists. The opposite trend was found for nitrogen (N) and phosphorus (P) concentrations in leaves. Lamina thickness did not differ between soil-type preference groups. All leaf trait values except N concentration increased from saplings to adults, with adults showing larger interspecific variations in trait values than saplings. 5. Saplings and adults of the single species found on both soils had trait values intermediate between residual and alluvial-soil specialists. 6. Seed mass and seed N, as well as WSG of adults, were higher in residual-soil specialists than alluvial-soil specialists. Higher seed N indicates higher maternal investment of species growing on less fertile soil. 7. These differences in traits among closely related species across continuous soils suggest that habitat filtering has contributed to the evolution of seed, juvenile and adult traits within a speciose tropical tree genus.","Palow, Danielle T.
Nolting, Kristen
Kitajima, Kaoru","Palow, DT
Nolting, K
Kitajima, K",NA,"1144",NA,NA,NA,"10.1111/j.1365-2435.2012.02019.x",NA,"1152","Clarivate Analytics Web of Science",NA,"OCT",NA,"J",NA,"2012","Kitajima, Kaoru/M-8521-2018","Kitajima, Kaoru/0000-0001-6822-8536",NA,NA,NA,"0269-8463","FUNCTIONAL ECOLOGY",NA,"Functional trait divergence of juveniles and adults of nine Inga species
with contrasting soil preference in a tropical rain forest","WOS:000309391500017","26",NA,NA,141
"142","LaSelvaPT_1-500.txt","The development of a Bayesian modeling approach for estimation of the age distribution of groundwater using radioactive isotopes and anthropogenic chemicals is described. The model considers the uncertainties associated with the measured tracer concentrations as well as the parameters affecting the concentration of tracers in the groundwater, and it provides the posterior probability densities of the parameters defining the groundwater age distribution using a Markov chain Monte Carlo method. The model also incorporates the effect of dissolution of aquifer minerals on diluting the C-14 signature and the uncertainties associated with this process on the inferred age distribution parameters. Two demonstration modeling cases have been performed. First, the method was applied to simulated tracer concentrations at a discharge point of a hypothetical 2-D vertical aquifer with two recharge zones, leading to a mixed groundwater age distribution under different presumed uncertainties. When the error variance of the observed tracer concentrations is considered unknown, the method can estimate the parameters of the fitted exponential-lognormal distribution with a relatively narrow credible interval when five hypothetical samples are assumed to be collected at the discharge point. However, when a single sample is assumed, the credible intervals become wider, and credible estimations of the parameters are not obtained. Second, the method was applied to the data collected at La Selva Biological Station in Costa Rica. In this demonstration application, nine different forms of presumed groundwater age distributions have been considered, including four single forms and five mixed forms, assuming the groundwater consists of distinct young and old fractions. For the medium geometrical standard deviation delta(c, i) = 1.41, the model estimates a young groundwater age of between 0 and 350 years, with the largest odds being given to a mean age of approximately 100 years, and a fraction of young groundwater of between 15% to roughly 60%, with the largest odds for 30%. However, the method cannot definitively rule out larger fractions of young groundwater. The model provides a much more uncertain estimation of the age of old groundwater, with a credible interval of between 20,000 to 200,000 years.","Massoudieh, Arash
Sharifi, Soroosh
Solomon, D. Kip","Massoudieh, A
Sharifi, S
Solomon, DK",NA,NA,NA,NA,NA,"10.1029/2012WR011815",NA,NA,"Clarivate Analytics Web of Science",NA,"SEP 20",NA,"J",NA,"2012","Massoudieh, Arash/F-1856-2011;Solomon, Douglas/C-7951-2016","Massoudieh, Arash/0000-0003-0200-2141;Solomon,Douglas/0000-0001-6370-7124",NA,NA,NA,"0043-1397","WATER RESOURCES RESEARCH",NA,"Bayesian evaluation of groundwater age distribution using radioactive
tracers and anthropogenic chemicals","WOS:000309137400002","48",NA,NA,142
"143","LaSelvaPT_1-500.txt","Large scale diversity patterns are well established for terrestrial macrobiota (e.g. plants and vertebrates), but not for microscopic organisms (e.g. nematodes). Due to small size, high abundance, and extensive dispersal, microbiota are assumed to exhibit cosmopolitan distributions with no biogeographical patterns. This assumption has been extrapolated from local spatial scale studies of a few taxonomic groups utilizing morphological approaches. Recent molecularly-based studies, however, suggest something quite opposite. Nematodes are the most abundant metazoans on earth, but their diversity patterns are largely unknown. We conducted a survey of nematode diversity within three vertical strata (soil, litter, and canopy) of rainforests at two contrasting latitudes in the North American meridian (temperate: the Olympic National Forest, WA, U.S.A and tropical: La Selva Biological Station, Costa Rica) using standardized sampling designs and sample processing protocols. To describe nematode diversity, we applied an ecometagenetic approach using 454 pyrosequencing. We observed that: 1) nematode communities were unique without even a single common species between the two rainforests, 2) nematode communities were unique among habitats in both rainforests, 3) total species richness was 300% more in the tropical than in the temperate rainforest, 4) 80% of the species in the temperate rainforest resided in the soil, whereas only 20% in the tropics, 5) more than 90% of identified species were novel. Overall, our data provided no support for cosmopolitanism at both local (habitats) and large (rainforests) spatial scales. In addition, our data indicated that biogeographical patterns typical of macrobiota also exist for microbiota.","Porazinska, Dorota L.
Giblin-Davis, Robin M.
Powers, Thomas O.
Thomas, W. Kelley","Porazinska, DL
Giblin-Davis, RM
Powers, TO
Thomas, WK",NA,NA,NA,NA,NA,"10.1371/journal.pone.0044641",NA,NA,"Clarivate Analytics Web of Science",NA,"SEP 11",NA,"J",NA,"2012",NA,NA,"22984536",NA,NA,"1932-6203","PLOS ONE",NA,"Nematode Spatial and Ecological Patterns from Tropical and Temperate
Rainforests","WOS:000308638700074","7",NA,NA,143
